date,symbol,session,session_change,session_change_category,RSI_first,RSI_last,next_session,next_session_change,next_session_high_change,next_session_low_change
2022-10-31,EURUSD,Tokyo,0.61,0.51-1% increase,50.0,73.16486161251537,London,-0.5,0.2,-0.81
2022-10-31,EURUSD,London,-0.56,0.51-1% decrease,50.0,49.927849927850254,NYSE,-0.04,0.1,-0.15
2022-10-31,EURUSD,NYSE,-0.04,0-0.5% decrease,50.0,43.90243902438883,Tokyo,0.61,0.64,-0.02
2022-11-01,EURUSD,Tokyo,0.15,0-0.5% increase,50.0,52.47524752475361,London,0.39,0.55,-0.47
2022-11-01,EURUSD,London,-0.5,0.51-1% decrease,50.0,50.29515938606844,NYSE,-0.1,0.3,-0.27
2022-11-01,EURUSD,NYSE,-0.1,0-0.5% decrease,50.0,30.293159609123848,Tokyo,0.15,0.26,-0.03
2022-11-02,EURUSD,Tokyo,-0.26,0-0.5% decrease,50.0,23.647798742138235,London,-0.05,0.43,-0.24
2022-11-02,EURUSD,London,0.39,0-0.5% increase,50.0,73.33825701624775,NYSE,-0.55,1.01,-0.65
2022-11-02,EURUSD,NYSE,-0.55,0.51-1% decrease,50.0,9.53470633104483,Tokyo,-0.26,0.25,-0.43
2022-11-03,EURUSD,Tokyo,0.3,0-0.5% increase,50.0,49.85754985754972,London,1.45,1.69,-0.25
2022-11-03,EURUSD,London,-0.05,0-0.5% decrease,50.0,22.880000000000365,NYSE,-0.23,0.02,-0.27
2022-11-03,EURUSD,NYSE,-0.23,0-0.5% decrease,50.0,44.57478005865187,Tokyo,0.3,0.46,-0.05
2022-11-04,EURUSD,London,1.45,1-2% increase,50.0,41.469489414695104,NYSE,0.62,0.7,-0.11
2022-11-04,EURUSD,NYSE,0.62,0.51-1% increase,50.0,78.33089311859334,Tokyo,0.62,,
2022-11-06,EURUSD,Tokyo,0.71,0.51-1% increase,50.0,75.94537815126029,London,0.48,0.52,-0.16
2022-11-06,EURUSD,NYSE,0.4,0-0.5% increase,50.0,50.0,Tokyo,0.71,0.8,-0.1
2022-11-07,EURUSD,Tokyo,-0.34,0-0.5% decrease,50.0,37.850467289719816,London,0.69,1.02,-0.1
2022-11-07,EURUSD,London,0.48,0-0.5% increase,50.0,74.91601343785187,NYSE,0.23,0.36,-0.1
2022-11-07,EURUSD,NYSE,0.23,0-0.5% increase,50.0,38.92215568862519,Tokyo,-0.34,0.13,-0.46
2022-11-08,EURUSD,Tokyo,-0.21,0-0.5% decrease,50.0,45.48919949174076,London,-0.33,0.4,-0.42
2022-11-08,EURUSD,London,0.69,0.51-1% increase,50.0,46.37681159420313,NYSE,0.04,0.2,-0.22
2022-11-08,EURUSD,NYSE,0.04,0-0.5% increase,50.0,67.29729729729746,Tokyo,-0.21,0.08,-0.26
2022-11-09,EURUSD,Tokyo,-0.33,0-0.5% decrease,50.0,23.483146067417124,London,2.09,2.31,-0.2
2022-11-09,EURUSD,London,-0.33,0-0.5% decrease,50.0,42.8781204111602,NYSE,-0.38,0.03,-0.54
2022-11-09,EURUSD,NYSE,-0.38,0-0.5% decrease,50.0,57.84313725490238,Tokyo,-0.33,0.24,-0.39
2022-11-10,EURUSD,Tokyo,0.65,0.51-1% increase,50.0,69.43005181347178,London,0.99,1.02,-0.01
2022-11-10,EURUSD,London,2.09,2.1%+ increase,50.0,45.48413344182298,NYSE,0.34,0.6,-0.32
2022-11-10,EURUSD,NYSE,0.34,0-0.5% increase,50.0,64.99388004896119,Tokyo,0.65,0.81,-0.28
2022-11-11,EURUSD,London,0.99,0.51-1% increase,50.0,80.41504539558939,NYSE,0.3,0.41,-0.09
2022-11-11,EURUSD,NYSE,0.3,0-0.5% increase,50.0,51.97044334975306,Tokyo,0.3,,
2022-11-13,EURUSD,Tokyo,-0.07,0-0.5% decrease,50.0,56.99391833188572,London,0.59,0.64,-0.21
2022-11-13,EURUSD,NYSE,-0.21,0-0.5% decrease,50.0,50.0,Tokyo,-0.07,0.23,-0.28
2022-11-14,EURUSD,Tokyo,0.84,0.51-1% increase,50.0,86.80000000000014,London,-1.19,0.52,-1.42
2022-11-14,EURUSD,London,0.59,0.51-1% increase,50.0,72.55574614065378,NYSE,-0.13,0.18,-0.19
2022-11-14,EURUSD,NYSE,-0.13,0-0.5% decrease,50.0,31.884057971017043,Tokyo,0.84,0.95,-0.07
2022-11-15,EURUSD,Tokyo,0.53,0.51-1% increase,50.0,75.9628154050454,London,-0.56,0.04,-0.7
2022-11-15,EURUSD,London,-1.19,1-2% decrease,50.0,22.440392706873624,NYSE,-0.33,0.09,-0.96
2022-11-15,EURUSD,NYSE,-0.33,0-0.5% decrease,50.0,58.97810218978146,Tokyo,0.53,0.61,-0.26
2022-11-16,EURUSD,Tokyo,-0.11,0-0.5% decrease,50.0,51.55482815057409,London,0.28,0.31,-0.32
2022-11-16,EURUSD,London,-0.56,0.51-1% decrease,50.0,42.01424211597115,NYSE,-0.1,0.01,-0.49
2022-11-16,EURUSD,NYSE,-0.1,0-0.5% decrease,50.0,59.26544240400699,Tokyo,-0.11,0.13,-0.32
2022-11-17,EURUSD,Tokyo,-0.01,0-0.5% decrease,50.0,45.64102564102557,London,-0.37,0.17,-0.42
2022-11-17,EURUSD,London,0.28,0-0.5% increase,50.0,77.23577235772088,NYSE,0.37,0.42,-0.07
2022-11-17,EURUSD,NYSE,0.37,0-0.5% increase,50.0,56.01173020527789,Tokyo,-0.01,0.29,-0.18
2022-11-18,EURUSD,London,-0.37,0-0.5% decrease,50.0,30.06993006993146,NYSE,-0.37,0.01,-0.44
2022-11-18,EURUSD,NYSE,-0.37,0-0.5% decrease,50.0,27.548209366392413,Tokyo,-0.37,,
2022-11-20,EURUSD,Tokyo,-0.91,0.51-1% decrease,50.0,29.713114754098996,London,0.04,0.22,-0.17
2022-11-20,EURUSD,NYSE,0.1,0-0.5% increase,50.0,50.0,Tokyo,-0.91,0.03,-0.92
2022-11-21,EURUSD,Tokyo,0.23,0-0.5% increase,50.0,60.756501182032814,London,0.16,0.27,-0.26
2022-11-21,EURUSD,London,0.04,0-0.5% increase,50.0,44.87320837927296,NYSE,-0.01,0.06,-0.19
2022-11-21,EURUSD,NYSE,-0.01,0-0.5% decrease,50.0,49.09909909909806,Tokyo,0.23,0.36,-0.03
2022-11-22,EURUSD,Tokyo,0.03,0-0.5% increase,50.0,40.97222222222306,London,0.74,0.86,-0.04
2022-11-22,EURUSD,London,0.16,0-0.5% increase,50.0,61.6729088639182,NYSE,0.27,0.32,-0.08
2022-11-22,EURUSD,NYSE,0.27,0-0.5% increase,50.0,71.37809187279343,Tokyo,0.03,0.37,-0.1
2022-11-23,EURUSD,Tokyo,0.0,0-0.5% increase,50.0,37.948717948717665,London,-0.0,0.21,-0.23
2022-11-23,EURUSD,London,0.74,0.51-1% increase,50.0,57.392473118279916,NYSE,0.4,0.41,-0.06
2022-11-23,EURUSD,NYSE,0.4,0-0.5% increase,50.0,59.202453987731715,Tokyo,0.0,0.3,-0.17
2022-11-24,EURUSD,Tokyo,0.12,0-0.5% increase,50.0,58.87850467289632,London,-0.13,0.0,-0.58
2022-11-24,EURUSD,London,-0.0,0-0.5% decrease,50.0,24.45141065830711,NYSE,0.02,0.08,-0.05
2022-11-24,EURUSD,NYSE,0.02,0-0.5% increase,50.0,55.12465373961146,Tokyo,0.12,0.21,-0.11
2022-11-25,EURUSD,London,-0.13,0-0.5% decrease,50.0,52.714932126697114,NYSE,-0.01,0.19,-0.1
2022-11-25,EURUSD,NYSE,-0.01,0-0.5% decrease,50.0,40.000000000001094,Tokyo,-0.01,,
2022-11-27,EURUSD,Tokyo,0.76,0.51-1% increase,50.0,90.43859649122783,London,-1.14,0.22,-1.15
2022-11-27,EURUSD,NYSE,0.1,0-0.5% increase,50.0,50.0,Tokyo,0.76,0.77,-0.25
2022-11-28,EURUSD,Tokyo,0.3,0-0.5% increase,50.0,44.530577088716335,London,-0.37,0.04,-0.55
2022-11-28,EURUSD,London,-1.14,1-2% decrease,50.0,20.512820512819246,NYSE,-0.38,0.05,-0.51
2022-11-28,EURUSD,NYSE,-0.38,0-0.5% decrease,50.0,43.680709534369164,Tokyo,0.3,0.49,-0.09
2022-11-29,EURUSD,Tokyo,0.49,0-0.5% increase,50.0,64.02439024390219,London,0.22,0.44,-0.62
2022-11-29,EURUSD,London,-0.37,0-0.5% decrease,50.0,41.503906249999844,NYSE,-0.2,0.17,-0.21
2022-11-29,EURUSD,NYSE,-0.2,0-0.5% decrease,50.0,34.28571428571409,Tokyo,0.49,0.56,-0.03
2022-11-30,EURUSD,Tokyo,0.13,0-0.5% increase,50.0,45.341207349081415,London,0.83,1.09,-0.03
2022-11-30,EURUSD,London,0.22,0-0.5% increase,50.0,67.70972037283616,NYSE,0.99,1.11,-0.1
2022-11-30,EURUSD,NYSE,0.99,0.51-1% increase,50.0,66.57534246575283,Tokyo,0.13,0.4,-0.29
2022-12-01,EURUSD,Tokyo,0.07,0-0.5% increase,50.0,59.879336349923804,London,-0.14,0.15,-0.96
2022-12-01,EURUSD,London,0.83,0.51-1% increase,50.0,55.088309503785744,NYSE,0.45,0.45,-0.2
2022-12-01,EURUSD,NYSE,0.45,0-0.5% increase,50.0,69.7810218978088,Tokyo,0.07,0.16,-0.22
2022-12-02,EURUSD,London,-0.14,0-0.5% decrease,50.0,72.72727272727205,NYSE,0.48,0.49,-0.01
2022-12-02,EURUSD,NYSE,0.48,0-0.5% increase,50.0,60.46128500823805,Tokyo,0.48,,
2022-12-04,EURUSD,Tokyo,0.15,0-0.5% increase,50.0,36.42564802182824,London,-0.39,0.56,-0.44
2022-12-04,EURUSD,NYSE,0.08,0-0.5% increase,50.0,50.0,Tokyo,0.15,0.4,-0.12
2022-12-05,EURUSD,Tokyo,-0.14,0-0.5% decrease,50.0,48.697916666666785,London,-0.38,0.3,-0.4
2022-12-05,EURUSD,London,-0.39,0-0.5% decrease,50.0,31.23861566484561,NYSE,-0.17,0.01,-0.33
2022-12-05,EURUSD,NYSE,-0.17,0-0.5% decrease,50.0,60.86065573770506,Tokyo,-0.14,0.21,-0.2
2022-12-06,EURUSD,Tokyo,0.07,0-0.5% increase,50.0,55.39112050739954,London,0.15,0.48,-0.13
2022-12-06,EURUSD,London,-0.38,0-0.5% decrease,50.0,30.36697247706377,NYSE,-0.46,0.06,-0.55
2022-12-06,EURUSD,NYSE,-0.46,0-0.5% decrease,50.0,52.25563909774197,Tokyo,0.07,0.13,-0.23
2022-12-07,EURUSD,Tokyo,0.07,0-0.5% increase,50.0,66.45569620253026,London,0.33,0.49,-0.2
2022-12-07,EURUSD,London,0.15,0-0.5% increase,50.0,55.842558425583995,NYSE,0.21,0.36,-0.03
2022-12-07,EURUSD,NYSE,0.21,0-0.5% increase,50.0,41.971830985914934,Tokyo,0.07,0.18,-0.17
2022-12-08,EURUSD,Tokyo,0.05,0-0.5% increase,50.0,26.41025641025972,London,-0.09,0.07,-0.51
2022-12-08,EURUSD,London,0.33,0-0.5% increase,50.0,52.34248788368447,NYSE,0.14,0.17,-0.08
2022-12-08,EURUSD,NYSE,0.14,0-0.5% increase,50.0,60.820895522386664,Tokyo,0.05,0.31,-0.03
2022-12-09,EURUSD,London,-0.09,0-0.5% decrease,50.0,57.971014492753625,NYSE,-0.09,0.12,-0.14
2022-12-09,EURUSD,NYSE,-0.09,0-0.5% decrease,50.0,28.90624999999973,Tokyo,-0.09,,
2022-12-11,EURUSD,Tokyo,0.25,0-0.5% increase,50.0,75.0,London,-0.48,0.15,-0.51
2022-12-11,EURUSD,NYSE,-0.02,0-0.5% decrease,50.0,50.0,Tokyo,0.25,0.29,-0.14
2022-12-12,EURUSD,Tokyo,0.0,0-0.5% increase,50.0,47.368421052630616,London,0.84,1.31,-0.03
2022-12-12,EURUSD,London,-0.48,0-0.5% decrease,50.0,31.164383561644073,NYSE,0.07,0.19,-0.18
2022-12-12,EURUSD,NYSE,0.07,0-0.5% increase,50.0,74.69135802468932,Tokyo,0.0,0.19,-0.09
2022-12-13,EURUSD,Tokyo,0.18,0-0.5% increase,50.0,63.465160075330715,London,-0.22,0.14,-0.37
2022-12-13,EURUSD,London,0.84,0.51-1% increase,50.0,45.08287292817636,NYSE,-0.32,0.01,-0.44
2022-12-13,EURUSD,NYSE,-0.32,0-0.5% decrease,50.0,36.488812392429395,Tokyo,0.18,0.23,-0.05
2022-12-14,EURUSD,Tokyo,-0.62,0.51-1% decrease,50.0,22.40215924426468,London,0.1,1.13,-0.22
2022-12-14,EURUSD,London,-0.22,0-0.5% decrease,50.0,47.52851711026687,NYSE,0.18,0.34,-0.36
2022-12-14,EURUSD,NYSE,0.18,0-0.5% increase,50.0,60.320641282565475,Tokyo,-0.62,0.07,-0.63
2022-12-15,EURUSD,Tokyo,-0.05,0-0.5% decrease,50.0,44.9174630755859,London,-0.14,0.24,-0.24
2022-12-15,EURUSD,London,0.1,0-0.5% increase,50.0,43.547110055423815,NYSE,-0.17,0.07,-0.51
2022-12-15,EURUSD,NYSE,-0.17,0-0.5% decrease,50.0,42.46153846153581,Tokyo,-0.05,0.23,-0.12
2022-12-16,EURUSD,London,-0.14,0-0.5% decrease,50.0,44.019138755981984,NYSE,-0.1,0.19,-0.14
2022-12-16,EURUSD,NYSE,-0.1,0-0.5% decrease,50.0,27.192982456141166,Tokyo,-0.1,,
2022-12-18,EURUSD,Tokyo,0.56,0.51-1% increase,50.0,72.83950617283975,London,-0.11,0.11,-0.41
2022-12-18,EURUSD,NYSE,0.1,0-0.5% increase,50.0,50.0,Tokyo,0.56,0.61,-0.02
2022-12-19,EURUSD,Tokyo,0.14,0-0.5% increase,50.0,69.47162426614506,London,-0.18,0.28,-0.33
2022-12-19,EURUSD,London,-0.11,0-0.5% decrease,50.0,55.48098434004591,NYSE,-0.03,0.19,-0.1
2022-12-19,EURUSD,NYSE,-0.03,0-0.5% decrease,50.0,52.50000000000208,Tokyo,0.14,0.37,-0.31
2022-12-20,EURUSD,Tokyo,0.05,0-0.5% increase,50.0,65.22462562395819,London,-0.02,0.25,-0.27
2022-12-20,EURUSD,London,-0.18,0-0.5% decrease,50.0,33.82899628252747,NYSE,0.05,0.14,-0.22
2022-12-20,EURUSD,NYSE,0.05,0-0.5% increase,50.0,63.888888888888665,Tokyo,0.05,0.12,-0.17
2022-12-21,EURUSD,Tokyo,0.26,0-0.5% increase,50.0,41.7549167927383,London,-0.41,0.1,-0.49
2022-12-21,EURUSD,London,-0.02,0-0.5% decrease,50.0,42.999999999999744,NYSE,-0.04,0.09,-0.19
2022-12-21,EURUSD,NYSE,-0.04,0-0.5% decrease,50.0,34.322033898305335,Tokyo,0.26,0.49,-0.02
2022-12-22,EURUSD,Tokyo,0.03,0-0.5% increase,50.0,46.233382570162746,London,-0.07,0.13,-0.26
2022-12-22,EURUSD,London,-0.41,0-0.5% decrease,50.0,34.331797235026116,NYSE,0.04,0.08,-0.2
2022-12-22,EURUSD,NYSE,0.04,0-0.5% increase,50.0,70.19064124783372,Tokyo,0.03,0.29,-0.13
2022-12-23,EURUSD,London,-0.07,0-0.5% decrease,50.0,39.546599496223166,NYSE,-0.04,0.09,-0.15
2022-12-23,EURUSD,NYSE,-0.04,0-0.5% decrease,50.0,48.628428927682904,Tokyo,-0.04,,
2022-12-25,EURUSD,Tokyo,-0.05,0-0.5% decrease,50.0,50.0,London,0.02,0.07,-0.08
2022-12-26,EURUSD,Tokyo,0.1,0-0.5% increase,50.0,48.076923076922874,London,-0.14,0.03,-0.51
2022-12-26,EURUSD,London,0.02,0-0.5% increase,50.0,55.67010309278681,NYSE,0.11,0.12,-0.01
2022-12-26,EURUSD,NYSE,0.11,0-0.5% increase,50.0,72.34042553191766,Tokyo,0.1,0.26,-0.05
2022-12-27,EURUSD,Tokyo,-0.05,0-0.5% decrease,50.0,33.01204819277257,London,-0.1,0.38,-0.21
2022-12-27,EURUSD,London,-0.14,0-0.5% decrease,50.0,51.247165532878036,NYSE,-0.17,0.09,-0.19
2022-12-27,EURUSD,NYSE,-0.17,0-0.5% decrease,50.0,37.280701754388225,Tokyo,-0.05,0.17,-0.11
2022-12-28,EURUSD,Tokyo,0.08,0-0.5% increase,50.0,61.75373134328279,London,0.39,0.51,-0.03
2022-12-28,EURUSD,London,-0.1,0-0.5% decrease,50.0,44.39306358381526,NYSE,0.03,0.17,-0.11
2022-12-28,EURUSD,NYSE,0.03,0-0.5% increase,50.0,45.28301886792532,Tokyo,0.08,0.15,-0.16
2022-12-29,EURUSD,Tokyo,0.08,0-0.5% increase,50.0,58.970358814351485,London,0.27,0.41,-0.23
2022-12-29,EURUSD,London,0.39,0-0.5% increase,50.0,68.60706860706739,NYSE,-0.02,0.26,-0.04
2022-12-29,EURUSD,NYSE,-0.02,0-0.5% decrease,50.0,16.18257261411091,Tokyo,0.08,0.13,-0.21
2022-12-30,EURUSD,London,0.27,0-0.5% increase,50.0,63.99416909620871,NYSE,0.12,0.27,-0.03
2022-12-30,EURUSD,NYSE,0.12,0-0.5% increase,50.0,39.869281045752714,Tokyo,0.12,,
2023-01-01,EURUSD,Tokyo,-0.14,0-0.5% decrease,50.0,39.340101522844,London,-0.29,0.03,-0.31
2023-01-02,EURUSD,Tokyo,-1.24,1-2% decrease,50.0,6.484149855907219,London,0.26,0.63,-0.11
2023-01-02,EURUSD,London,-0.29,0-0.5% decrease,50.0,34.29203539823139,NYSE,0.09,0.28,-0.03
2023-01-02,EURUSD,NYSE,0.09,0-0.5% increase,50.0,68.56060606060119,Tokyo,-1.24,0.04,-1.33
2023-01-03,EURUSD,Tokyo,0.61,0.51-1% increase,50.0,66.96212731667904,London,-0.21,0.07,-0.37
2023-01-03,EURUSD,London,0.26,0-0.5% increase,50.0,46.514285714285556,NYSE,-0.04,0.13,-0.14
2023-01-03,EURUSD,NYSE,-0.04,0-0.5% decrease,50.0,30.721003134795396,Tokyo,0.61,0.85,-0.0
2023-01-04,EURUSD,Tokyo,0.07,0-0.5% increase,50.0,54.67224546722426,London,-0.8,0.03,-0.98
2023-01-04,EURUSD,London,-0.21,0-0.5% decrease,50.0,52.07100591716036,NYSE,-0.03,0.12,-0.21
2023-01-04,EURUSD,NYSE,-0.03,0-0.5% decrease,50.0,58.076923076920686,Tokyo,0.07,0.24,-0.15
2023-01-05,EURUSD,Tokyo,-0.05,0-0.5% decrease,50.0,48.42300556586294,London,1.29,1.33,-0.23
2023-01-05,EURUSD,London,-0.8,0.51-1% decrease,50.0,55.89836660617153,NYSE,-0.08,0.11,-0.15
2023-01-05,EURUSD,NYSE,-0.08,0-0.5% decrease,50.0,31.74061433447048,Tokyo,-0.05,0.15,-0.13
2023-01-06,EURUSD,London,1.29,1-2% increase,50.0,85.33772652388707,NYSE,0.36,0.41,-0.01
2023-01-06,EURUSD,NYSE,0.36,0-0.5% increase,50.0,61.65191740413155,Tokyo,0.36,,
2023-01-08,EURUSD,Tokyo,0.13,0-0.5% increase,50.0,47.86795048143028,London,0.71,0.86,-0.02
2023-01-08,EURUSD,NYSE,0.07,0-0.5% increase,50.0,50.0,Tokyo,0.13,0.35,-0.1
2023-01-09,EURUSD,Tokyo,-0.01,0-0.5% decrease,50.0,38.92100192678296,London,0.04,0.21,-0.23
2023-01-09,EURUSD,London,0.71,0.51-1% increase,50.0,49.158249158249255,NYSE,-0.14,0.12,-0.22
2023-01-09,EURUSD,NYSE,-0.14,0-0.5% decrease,50.0,32.374100719423495,Tokyo,-0.01,0.14,-0.11
2023-01-10,EURUSD,Tokyo,-0.03,0-0.5% decrease,50.0,38.17934782608766,London,0.03,0.25,-0.2
2023-01-10,EURUSD,London,0.04,0-0.5% increase,50.0,64.77272727272653,NYSE,0.01,0.09,-0.09
2023-01-10,EURUSD,NYSE,0.01,0-0.5% increase,50.0,46.283783783781196,Tokyo,-0.03,0.18,-0.12
2023-01-11,EURUSD,Tokyo,-0.1,0-0.5% decrease,50.0,35.992217898832635,London,0.82,0.97,-0.3
2023-01-11,EURUSD,London,0.03,0-0.5% increase,50.0,41.39579349904343,NYSE,0.1,0.15,-0.15
2023-01-11,EURUSD,NYSE,0.1,0-0.5% increase,50.0,54.829545454545595,Tokyo,-0.1,0.09,-0.21
2023-01-12,EURUSD,Tokyo,-0.01,0-0.5% decrease,50.0,68.62068965517253,London,-0.1,0.0,-0.6
2023-01-12,EURUSD,London,0.82,0.51-1% increase,50.0,78.5553047404064,NYSE,0.32,0.49,-0.07
2023-01-12,EURUSD,NYSE,0.32,0-0.5% increase,50.0,56.64739884393115,Tokyo,-0.01,0.08,-0.26
2023-01-13,EURUSD,London,-0.1,0-0.5% decrease,50.0,55.16014234875447,NYSE,0.13,0.16,-0.16
2023-01-13,EURUSD,NYSE,0.13,0-0.5% increase,50.0,69.11764705882229,Tokyo,0.13,,
2023-01-15,EURUSD,Tokyo,-0.13,0-0.5% decrease,50.0,16.51254953764858,London,-0.14,0.06,-0.22
2023-01-15,EURUSD,NYSE,-0.04,0-0.5% decrease,50.0,50.0,Tokyo,-0.13,0.48,-0.19
2023-01-16,EURUSD,Tokyo,-0.12,0-0.5% decrease,50.0,45.40682414698079,London,-0.24,0.44,-0.44
2023-01-16,EURUSD,London,-0.14,0-0.5% decrease,50.0,41.823899371066176,NYSE,0.03,0.08,-0.1
2023-01-16,EURUSD,NYSE,0.03,0-0.5% increase,50.0,64.39393939393588,Tokyo,-0.12,0.08,-0.22
2023-01-17,EURUSD,Tokyo,0.52,0.51-1% increase,50.0,97.26027397260307,London,-0.56,0.32,-0.61
2023-01-17,EURUSD,London,-0.24,0-0.5% decrease,50.0,48.26629680998564,NYSE,-0.14,0.01,-0.29
2023-01-17,EURUSD,NYSE,-0.14,0-0.5% decrease,50.0,32.773109243695856,Tokyo,0.52,0.57,-0.22
2023-01-18,EURUSD,Tokyo,0.22,0-0.5% increase,50.0,70.94890510948778,London,-0.05,0.06,-0.42
2023-01-18,EURUSD,London,-0.56,0.51-1% decrease,50.0,22.451193058568478,NYSE,-0.29,0.05,-0.34
2023-01-18,EURUSD,NYSE,-0.29,0-0.5% decrease,50.0,52.53164556961923,Tokyo,0.22,0.25,-0.14
2023-01-19,EURUSD,Tokyo,0.1,0-0.5% increase,50.0,58.5365853658542,London,0.12,0.13,-0.33
2023-01-19,EURUSD,London,-0.05,0-0.5% decrease,50.0,77.99671592775104,NYSE,0.35,0.42,-0.02
2023-01-19,EURUSD,NYSE,0.35,0-0.5% increase,50.0,47.841726618702715,Tokyo,0.1,0.24,-0.12
2023-01-20,EURUSD,London,0.12,0-0.5% increase,50.0,74.79166666666532,NYSE,0.15,0.18,-0.11
2023-01-20,EURUSD,NYSE,0.15,0-0.5% increase,50.0,77.8656126482229,Tokyo,0.15,,
2023-01-22,EURUSD,Tokyo,0.31,0-0.5% increase,50.0,50.49875311720611,London,-0.32,0.03,-0.48
2023-01-22,EURUSD,NYSE,0.03,0-0.5% increase,50.0,50.0,Tokyo,0.31,0.58,-0.0
2023-01-23,EURUSD,Tokyo,0.01,0-0.5% increase,50.0,39.71193415637763,London,0.11,0.23,-0.27
2023-01-23,EURUSD,London,-0.32,0-0.5% decrease,50.0,54.77528089887619,NYSE,0.02,0.07,-0.17
2023-01-23,EURUSD,NYSE,0.02,0-0.5% increase,50.0,70.72072072071626,Tokyo,0.01,0.25,-0.04
2023-01-24,EURUSD,Tokyo,-0.13,0-0.5% decrease,50.0,34.933774834438864,London,0.42,0.53,-0.08
2023-01-24,EURUSD,London,0.11,0-0.5% increase,50.0,58.98876404494466,NYSE,0.02,0.06,-0.14
